split,file,token_count,semantic_token_count,unknown_semantic_token_count,class_count_nonzero,window_size,window_count,text_element_count,viewbox_min_x,viewbox_min_y,viewbox_width,viewbox_height,tag_circle,tag_ellipse,tag_line,tag_path,tag_polygon,tag_polyline,tag_rect
train,0257-0570.svg,166,20,0,1,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,164,0,0,0
train,0257-0581.svg,97,10,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,97,0,0,0
train,0257-0607.svg,108,20,0,1,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,107,0,0,0
train,0257-0633.svg,62,11,0,1,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,60,0,0,0
train,0257-0640.svg,129,59,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,128,0,0,0
train,0257-0643.svg,89,19,0,1,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,86,0,0,0
train,0257-0743.svg,62,5,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,62,0,0,0
train,0258-0003.svg,1860,1318,0,20,2048,1,0,0.0,0.0,140.0,140.0,71,1,0,1788,0,0,0
train,0258-0005.svg,1849,1446,0,20,2048,1,0,0.0,0.0,140.0,140.0,60,1,0,1788,0,0,0
train,0258-0007.svg,619,301,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,619,0,0,0
train,0258-0008.svg,473,237,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,473,0,0,0
train,0258-0010.svg,273,140,0,1,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,270,0,0,0
train,0258-0021.svg,711,423,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,711,0,0,0
train,0258-0033.svg,549,431,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,549,0,0,0
train,0259-0005.svg,1865,1393,0,19,2048,1,0,0.0,0.0,140.0,140.0,72,1,0,1792,0,0,0
train,0260-0002.svg,16971,4196,0,7,2048,9,0,0.0,0.0,140.0,140.0,82,1,0,16888,0,0,0
train,0260-0003.svg,1652,1256,0,19,2048,1,0,0.0,0.0,140.0,140.0,66,1,0,1585,0,0,0
train,0260-0016.svg,826,80,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,1,0,824,0,0,0
train,0260-0022.svg,2316,254,0,4,2048,2,0,0.0,0.0,140.0,140.0,2,3,0,2311,0,0,0
train,0261-0005.svg,1839,1392,0,18,2048,1,0,0.0,0.0,140.0,140.0,72,1,0,1766,0,0,0
train,0263-0005.svg,8687,3475,0,21,2048,5,0,0.0,0.0,140.0,140.0,63,0,0,8624,0,0,0
train,0264-0005.svg,678,116,0,3,2048,1,0,0.0,0.0,140.0,140.0,32,0,0,646,0,0,0
train,0264-0010.svg,2858,334,0,2,2048,2,0,0.0,0.0,140.0,140.0,4,0,0,2854,0,0,0
train,0265-0003.svg,4030,2515,0,22,2048,2,0,0.0,0.0,140.0,140.0,60,0,0,3970,0,0,0
train,0266-0001.svg,920,625,0,7,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,913,0,0,0
train,0266-0004.svg,777,343,0,10,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,770,0,0,0
train,0267-0000.svg,4488,1538,0,15,2048,3,0,0.0,0.0,140.0,140.0,20,0,0,4468,0,0,0
train,0267-0019.svg,8418,897,0,3,2048,5,0,0.0,0.0,140.0,140.0,0,0,0,8418,0,0,0
train,0267-0026.svg,4376,746,0,5,2048,3,0,0.0,0.0,140.0,140.0,1,0,0,4375,0,0,0
train,0267-0033.svg,2989,324,0,5,2048,2,0,0.0,0.0,140.0,140.0,4,0,0,2985,0,0,0
train,0267-0054.svg,626,167,0,6,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,623,0,0,0
train,0267-0072.svg,1417,743,0,7,2048,1,0,0.0,0.0,140.0,140.0,9,0,0,1408,0,0,0
train,0267-0073.svg,822,209,0,4,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,815,0,0,0
train,0267-0087.svg,268,37,0,3,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,265,0,0,0
train,0268-0000.svg,13412,896,0,4,2048,7,0,0.0,0.0,140.0,140.0,1,0,0,13411,0,0,0
train,0268-0001.svg,2344,609,0,7,2048,2,0,0.0,0.0,140.0,140.0,3,0,0,2341,0,0,0
train,0268-0002.svg,714,188,0,4,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,707,0,0,0
train,0269-0005.svg,4107,3662,0,10,2048,3,0,0.0,0.0,140.0,140.0,29,8,0,4070,0,0,0
train,0269-0008.svg,3999,3526,0,9,2048,2,0,0.0,0.0,140.0,140.0,26,6,0,3967,0,0,0
train,0269-0009.svg,4106,3600,0,9,2048,3,0,0.0,0.0,140.0,140.0,30,6,0,4070,0,0,0
train,0269-0042.svg,4055,3667,0,11,2048,2,0,0.0,0.0,140.0,140.0,83,7,0,3965,0,0,0
train,0269-0055.svg,198,103,0,2,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,196,0,0,0
train,0269-0062.svg,807,560,0,8,2048,1,0,0.0,0.0,140.0,140.0,31,0,0,776,0,0,0
train,0269-0075.svg,261,99,0,6,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,255,0,0,0
train,0269-0078.svg,1328,1128,0,8,2048,1,0,0.0,0.0,140.0,140.0,32,2,0,1294,0,0,0
train,0269-0082.svg,382,174,0,8,2048,1,0,0.0,0.0,140.0,140.0,19,0,0,363,0,0,0
train,0269-0101.svg,332,140,0,5,2048,1,0,0.0,0.0,140.0,140.0,9,0,0,323,0,0,0
train,0269-0118.svg,228,140,0,5,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,222,0,0,0
train,0269-0123.svg,159,20,0,4,2048,1,0,0.0,0.0,140.0,140.0,10,0,0,149,0,0,0
train,0269-0125.svg,210,99,0,6,2048,1,0,0.0,0.0,140.0,140.0,18,0,0,192,0,0,0
train,0269-0127.svg,610,292,0,9,2048,1,0,0.0,0.0,140.0,140.0,44,0,0,566,0,0,0
train,0269-0133.svg,223,57,0,2,2048,1,0,0.0,0.0,140.0,140.0,12,0,0,211,0,0,0
train,0269-0138.svg,330,197,0,5,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,323,0,0,0
train,0269-0149.svg,244,95,0,3,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,240,0,0,0
train,0269-0152.svg,596,285,0,7,2048,1,0,0.0,0.0,140.0,140.0,21,0,0,575,0,0,0
train,0269-0153.svg,277,142,0,3,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,272,0,0,0
train,0269-0165.svg,480,169,0,6,2048,1,0,0.0,0.0,140.0,140.0,22,0,0,458,0,0,0
train,0269-0172.svg,443,147,0,6,2048,1,0,0.0,0.0,140.0,140.0,18,0,0,425,0,0,0
train,0269-0178.svg,300,157,0,5,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,296,0,0,0
train,0270-0002.svg,1919,1316,0,16,2048,1,0,0.0,0.0,140.0,140.0,47,0,0,1872,0,0,0
train,0270-0005.svg,1026,676,0,8,2048,1,0,0.0,0.0,140.0,140.0,27,6,0,993,0,0,0
train,0270-0008.svg,1085,962,0,8,2048,1,0,0.0,0.0,140.0,140.0,30,6,0,1049,0,0,0
train,0270-0009.svg,970,587,0,8,2048,1,0,0.0,0.0,140.0,140.0,26,6,0,938,0,0,0
train,0270-0010.svg,1028,721,0,9,2048,1,0,0.0,0.0,140.0,140.0,27,6,0,995,0,0,0
train,0271-0000.svg,4598,516,0,9,2048,3,0,0.0,0.0,140.0,140.0,20,4,0,4574,0,0,0
train,0271-0005.svg,826,523,0,11,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,819,0,0,0
train,0271-0008.svg,1924,646,0,7,2048,1,0,0.0,0.0,140.0,140.0,35,6,0,1883,0,0,0
train,0271-0009.svg,1004,732,0,8,2048,1,0,0.0,0.0,140.0,140.0,27,6,0,971,0,0,0
train,0271-0012.svg,833,73,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,833,0,0,0
train,0271-0014.svg,1157,695,0,7,2048,1,0,0.0,0.0,140.0,140.0,31,6,0,1120,0,0,0
train,0271-0015.svg,396,59,0,2,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,394,0,0,0
train,0271-0021.svg,713,2,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,713,0,0,0
train,0271-0028.svg,1021,123,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,1020,0,0,0
train,0271-0038.svg,354,124,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,351,0,0,0
train,0272-0009.svg,1020,823,0,10,2048,1,0,0.0,0.0,140.0,140.0,6,2,0,1012,0,0,0
train,0272-0011.svg,732,688,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,732,0,0,0
train,0272-0012.svg,1614,471,0,9,2048,1,0,0.0,0.0,140.0,140.0,3,8,0,1603,0,0,0
train,0272-0013.svg,656,420,0,6,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,653,0,0,0
train,0272-0014.svg,525,350,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,525,0,0,0
train,0272-0020.svg,1393,1313,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,1393,0,0,0
train,0272-0021.svg,459,356,0,6,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,455,0,0,0
train,0272-0022.svg,880,254,0,5,2048,1,0,0.0,0.0,140.0,140.0,14,13,0,853,0,0,0
train,0272-0023.svg,965,823,0,8,2048,1,0,0.0,0.0,140.0,140.0,16,0,0,949,0,0,0
train,0272-0026.svg,213,83,0,3,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,209,0,0,0
train,0272-0033.svg,319,216,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,10,0,309,0,0,0
train,0272-0036.svg,256,160,0,6,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,253,0,0,0
train,0272-0037.svg,313,215,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,313,0,0,0
train,0272-0041.svg,307,44,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,307,0,0,0
train,0273-0000.svg,223,91,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,223,0,0,0
train,0273-0002.svg,279,139,0,6,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,275,0,0,0
train,0273-0003.svg,120,56,0,2,2048,1,0,0.0,0.0,140.0,140.0,4,2,0,114,0,0,0
train,0273-0005.svg,321,201,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,4,0,315,0,0,0
train,0273-0006.svg,667,57,0,1,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,665,0,0,0
train,0273-0012.svg,217,142,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,213,0,0,0
train,0273-0013.svg,137,84,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,133,0,0,0
train,0273-0020.svg,549,426,0,6,2048,1,0,0.0,0.0,140.0,140.0,2,4,0,543,0,0,0
train,0273-0025.svg,362,101,0,3,2048,1,0,0.0,0.0,140.0,140.0,12,0,0,350,0,0,0
train,0273-0026.svg,423,55,0,2,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,416,0,0,0
train,0273-0033.svg,378,26,0,2,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,372,0,0,0
train,0273-0035.svg,266,27,0,1,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,263,0,0,0
train,0273-0047.svg,495,48,0,1,2048,1,0,0.0,0.0,140.0,140.0,10,0,0,485,0,0,0
train,0274-0002.svg,241,160,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,2,0,236,0,0,0
train,0274-0004.svg,142,105,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,141,0,0,0
train,0274-0005.svg,323,247,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,319,0,0,0
train,0274-0012.svg,1032,551,0,12,2048,1,0,0.0,0.0,140.0,140.0,37,7,0,988,0,0,0
train,0274-0018.svg,637,427,0,6,2048,1,0,0.0,0.0,140.0,140.0,2,8,0,627,0,0,0
train,0274-0021.svg,531,371,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,528,0,0,0
train,0275-0000.svg,222,115,0,4,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,219,0,0,0
train,0275-0002.svg,237,151,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,233,0,0,0
train,0275-0007.svg,437,131,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,437,0,0,0
train,0275-0010.svg,217,115,0,6,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,214,0,0,0
train,0275-0016.svg,388,128,0,3,2048,1,0,0.0,0.0,140.0,140.0,13,0,0,375,0,0,0
train,0275-0018.svg,379,106,0,2,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,375,0,0,0
train,0275-0019.svg,771,529,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,6,0,764,0,0,0
train,0275-0020.svg,265,201,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,265,0,0,0
train,0276-0008.svg,347,198,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,344,0,0,0
train,0276-0016.svg,1023,856,0,7,2048,1,0,0.0,0.0,140.0,140.0,15,4,0,1004,0,0,0
train,0276-0017.svg,1391,938,0,9,2048,1,0,0.0,0.0,140.0,140.0,38,2,0,1351,0,0,0
train,0276-0018.svg,753,555,0,4,2048,1,0,0.0,0.0,140.0,140.0,3,10,0,740,0,0,0
train,0276-0032.svg,186,116,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,182,0,0,0
train,0276-0033.svg,302,219,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,299,0,0,0
train,0277-0009.svg,1085,838,0,11,2048,1,0,0.0,0.0,140.0,140.0,33,2,0,1050,0,0,0
train,0277-0013.svg,1067,865,0,11,2048,1,0,0.0,0.0,140.0,140.0,6,2,0,1059,0,0,0
train,0277-0016.svg,1049,855,0,9,2048,1,0,0.0,0.0,140.0,140.0,6,6,0,1037,0,0,0
train,0277-0019.svg,206,165,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,206,0,0,0
train,0277-0028.svg,278,183,0,6,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,274,0,0,0
train,0277-0029.svg,297,247,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,2,0,295,0,0,0
train,0277-0033.svg,264,180,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,260,0,0,0
train,0278-0002.svg,192,60,0,1,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,189,0,0,0
train,0278-0004.svg,668,490,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,668,0,0,0
train,0278-0006.svg,658,473,0,7,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,656,0,0,0
train,0278-0008.svg,1298,981,0,12,2048,1,0,0.0,0.0,140.0,140.0,16,0,0,1282,0,0,0
train,0278-0009.svg,724,666,0,8,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,724,0,0,0
train,0278-0011.svg,279,136,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,279,0,0,0
train,0278-0013.svg,422,379,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,422,0,0,0
train,0279-0001.svg,493,312,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,493,0,0,0
train,0279-0002.svg,420,212,0,7,2048,1,0,0.0,0.0,140.0,140.0,2,4,0,414,0,0,0
train,0279-0007.svg,712,244,0,9,2048,1,0,0.0,0.0,140.0,140.0,23,1,0,688,0,0,0
train,0279-0010.svg,103,21,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,103,0,0,0
train,0279-0011.svg,479,165,0,3,2048,1,0,0.0,0.0,140.0,140.0,15,0,0,464,0,0,0
train,0279-0012.svg,1076,517,0,10,2048,1,0,0.0,0.0,140.0,140.0,25,7,0,1044,0,0,0
train,0279-0017.svg,951,455,0,10,2048,1,0,0.0,0.0,140.0,140.0,24,8,0,919,0,0,0
train,0279-0019.svg,225,169,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,225,0,0,0
train,0279-0021.svg,322,102,0,3,2048,1,0,0.0,0.0,140.0,140.0,9,0,0,313,0,0,0
train,0279-0029.svg,542,374,0,6,2048,1,0,0.0,0.0,140.0,140.0,3,4,0,535,0,0,0
train,0280-0010.svg,305,82,0,3,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,303,0,0,0
train,0280-0017.svg,1772,1524,0,5,2048,1,0,0.0,0.0,140.0,140.0,14,0,0,1758,0,0,0
train,0280-0020.svg,1018,912,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,1018,0,0,0
train,0280-0021.svg,448,221,0,4,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,442,0,0,0
train,0280-0022.svg,7118,7008,0,5,2048,4,0,0.0,0.0,140.0,140.0,0,0,0,7118,0,0,0
train,0280-0025.svg,676,615,0,5,2048,1,0,0.0,0.0,140.0,140.0,6,0,0,670,0,0,0
train,0280-0026.svg,257,101,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,255,0,0,0
train,0280-0028.svg,330,113,0,5,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,327,0,0,0
train,0281-0001.svg,160,74,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,160,0,0,0
train,0281-0002.svg,1480,1123,0,8,2048,1,0,0.0,0.0,140.0,140.0,17,0,0,1463,0,0,0
train,0281-0006.svg,176,7,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,176,0,0,0
train,0281-0021.svg,596,220,0,6,2048,1,0,0.0,0.0,140.0,140.0,13,0,0,583,0,0,0
train,0282-0007.svg,4491,8,0,1,2048,3,0,0.0,0.0,140.0,140.0,21,0,0,4470,0,0,0
train,0282-0011.svg,271,102,0,4,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,268,0,0,0
train,0282-0015.svg,505,337,0,6,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,502,0,0,0
train,0282-0016.svg,629,454,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,626,0,0,0
train,0282-0019.svg,1162,882,0,10,2048,1,0,0.0,0.0,140.0,140.0,20,0,0,1142,0,0,0
train,0282-0026.svg,601,483,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,598,0,0,0
train,0282-0028.svg,350,281,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,348,0,0,0
train,0282-0048.svg,434,155,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,434,0,0,0
train,0283-0007.svg,613,457,0,6,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,611,0,0,0
train,0283-0010.svg,899,803,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,899,0,0,0
train,0283-0011.svg,1396,1341,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,1396,0,0,0
train,0283-0015.svg,1209,1126,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,1207,0,0,0
train,0283-0016.svg,649,571,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,649,0,0,0
train,0283-0022.svg,889,357,0,10,2048,1,0,0.0,0.0,140.0,140.0,19,6,0,864,0,0,0
train,0283-0029.svg,175,138,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,175,0,0,0
train,0284-0021.svg,784,177,0,4,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,783,0,0,0
train,0284-0026.svg,1288,454,0,7,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,1285,0,0,0
train,0284-0027.svg,745,324,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,745,0,0,0
train,0284-0029.svg,608,155,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,606,0,0,0
train,0284-0030.svg,470,8,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,470,0,0,0
train,0284-0033.svg,328,269,0,6,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,326,0,0,0
train,0284-0039.svg,179,111,0,3,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,177,0,0,0
train,0285-0002.svg,164,115,0,6,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,161,0,0,0
train,0285-0004.svg,532,267,0,7,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,530,0,0,0
train,0285-0005.svg,265,68,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,265,0,0,0
train,0285-0008.svg,182,138,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,182,0,0,0
train,0286-0001.svg,239,182,0,1,2048,1,0,0.0,0.0,140.0,140.0,1,2,0,236,0,0,0
train,0286-0008.svg,227,155,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,2,0,223,0,0,0
train,0286-0010.svg,97,52,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,2,0,95,0,0,0
train,0286-0015.svg,169,92,0,4,2048,1,0,0.0,0.0,140.0,140.0,4,2,0,163,0,0,0
train,0286-0021.svg,181,107,0,3,2048,1,0,0.0,0.0,140.0,140.0,3,2,0,176,0,0,0
train,0286-0023.svg,1048,575,0,7,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,1048,0,0,0
train,0286-0026.svg,1193,638,0,7,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,1191,0,0,0
train,0286-0032.svg,543,409,0,4,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,541,0,0,0
train,0287-0002.svg,2834,247,0,4,2048,2,0,0.0,0.0,140.0,140.0,12,0,0,2822,0,0,0
train,0287-0003.svg,706,61,0,3,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,702,0,0,0
train,0287-0004.svg,239,57,0,2,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,238,0,0,0
train,0287-0006.svg,337,41,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,336,0,0,0
train,0287-0016.svg,405,181,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,405,0,0,0
train,0287-0021.svg,203,125,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,201,0,0,0
train,0287-0027.svg,39,33,0,1,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,38,0,0,0
train,0287-0029.svg,118,54,0,2,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,117,0,0,0
train,0288-0007.svg,155,69,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,155,0,0,0
train,0288-0017.svg,859,561,0,8,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,858,0,0,0
train,0288-0019.svg,420,239,0,4,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,419,0,0,0
train,0288-0021.svg,545,440,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,545,0,0,0
train,0289-0011.svg,41,5,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,41,0,0,0
train,0289-0013.svg,209,91,0,3,2048,1,0,0.0,0.0,140.0,140.0,32,0,0,177,0,0,0
train,0289-0017.svg,374,131,0,3,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,373,0,0,0
train,0289-0018.svg,831,211,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,829,0,0,0
train,0289-0021.svg,682,259,0,5,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,680,0,0,0
train,0289-0033.svg,591,390,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,591,0,0,0
train,0289-0034.svg,914,684,0,7,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,912,0,0,0
train,0289-0035.svg,799,538,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,799,0,0,0
train,0289-0038.svg,763,668,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,763,0,0,0
train,0289-0041.svg,195,141,0,6,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,193,0,0,0
train,0289-0042.svg,210,146,0,2,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,207,0,0,0
train,0289-0046.svg,382,321,0,5,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,381,0,0,0
train,0289-0049.svg,394,340,0,8,2048,1,0,0.0,0.0,140.0,140.0,2,0,0,392,0,0,0
train,0290-0003.svg,84,66,0,2,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,83,0,0,0
train,0290-0009.svg,1377,814,0,13,2048,1,0,0.0,0.0,140.0,140.0,47,0,0,1330,0,0,0
train,0290-0012.svg,89,62,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,89,0,0,0
train,0290-0015.svg,1323,759,0,12,2048,1,0,0.0,0.0,140.0,140.0,44,0,0,1279,0,0,0
train,0290-0016.svg,145,116,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,145,0,0,0
train,0290-0023.svg,85,64,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,85,0,0,0
train,0290-0024.svg,79,61,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,79,0,0,0
train,0290-0026.svg,286,197,0,4,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,286,0,0,0
train,0290-0035.svg,461,413,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,461,0,0,0
train,0290-0039.svg,811,412,0,11,2048,1,0,0.0,0.0,140.0,140.0,25,0,0,786,0,0,0
train,0290-0040.svg,284,202,0,3,2048,1,0,0.0,0.0,140.0,140.0,4,0,0,280,0,0,0
train,0291-0002.svg,752,659,0,7,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,751,0,0,0
train,0291-0005.svg,588,462,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,588,0,0,0
train,0291-0006.svg,675,506,0,7,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,675,0,0,0
train,0291-0011.svg,381,307,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,381,0,0,0
train,0291-0024.svg,374,292,0,3,2048,1,0,0.0,0.0,140.0,140.0,3,0,0,371,0,0,0
train,0291-0029.svg,111,78,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,111,0,0,0
train,0291-0032.svg,233,153,0,3,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,233,0,0,0
train,0291-0034.svg,375,290,0,5,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,375,0,0,0
train,0291-0058.svg,740,643,0,1,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,735,0,0,0
train,0291-0068.svg,392,148,0,2,2048,1,0,0.0,0.0,140.0,140.0,7,0,0,385,0,0,0
train,0291-0089.svg,864,415,0,6,2048,1,0,0.0,0.0,140.0,140.0,1,0,0,863,0,0,0
train,0291-0100.svg,698,152,0,6,2048,1,0,0.0,0.0,140.0,140.0,5,0,0,693,0,0,0
train,0292-0001.svg,1537,814,0,13,2048,1,0,0.0,0.0,140.0,140.0,37,0,0,1500,0,0,0
train,0292-0002.svg,505,413,0,7,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,505,0,0,0
train,0292-0006.svg,105,88,0,2,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,105,0,0,0
train,0292-0026.svg,27,5,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,27,0,0,0
train,0292-0027.svg,16,3,0,1,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,16,0,0,0
train,0292-0037.svg,407,347,0,6,2048,1,0,0.0,0.0,140.0,140.0,0,0,0,407,0,0,0
