split,file,semantic_elements,core_semantic_elements,core_instance_count_nonnegative,core_approx_svg_length_units,door_instance_count,window_instance_count,opening_symbol_instance_count,door_window_opening_instance_count,wall_semantic_elements,wall_length_proxy_units,curtain_wall_semantic_elements,curtain_wall_length_proxy_units,railing_semantic_elements,railing_length_proxy_units,stairs_instance_count,elevator_instance_count,escalator_instance_count,vertical_transport_instance_count,sanitary_fixture_instance_count,kitchen_equipment_instance_count,hvac_instance_count,cabinet_instance_count,parking_spot_semantic_elements,parking_spot_length_proxy_units,ffe_instance_count
train,0399-0124.svg,298,298,7,4982.085,5,0,0,5,231,4426.376,0,0.0,0,0.0,0,2,0,2,0,0,0,0,0,0.0,0
train,0400-0025.svg,78,61,2,1045.757,2,0,0,2,45,783.828,2,169.845,0,0.0,0,0,0,0,0,0,0,0,0,0.0,6
train,0400-0028.svg,173,173,6,1710.896,2,0,0,2,80,1015.074,8,212.901,0,0.0,2,0,0,2,2,0,0,0,0,0.0,0
train,0400-0039.svg,5868,189,7,1964.995,3,0,0,3,69,914.485,3,148.159,0,0.0,2,0,0,2,2,0,0,0,0,0.0,0
train,0400-0046.svg,990,941,32,1579.896,11,0,0,11,77,1152.803,0,0.0,0,0.0,0,0,0,0,21,0,0,0,0,0.0,9
train,0400-0052.svg,417,417,22,2605.743,15,0,0,15,154,1806.441,0,0.0,0,0.0,1,0,0,1,6,0,0,0,0,0.0,0
train,0400-0053.svg,194,194,9,2148.57,7,0,0,7,72,910.733,9,197.747,0,0.0,1,1,0,2,0,0,0,0,0,0.0,0
train,0400-0056.svg,185,145,6,739.317,2,0,0,2,47,634.968,0,0.0,0,0.0,0,0,0,0,4,0,0,0,0,0.0,15
train,0400-0057.svg,825,776,18,1626.086,4,0,0,4,119,1419.997,0,0.0,0,0.0,0,0,0,0,14,0,0,0,0,0.0,19
train,0400-0060.svg,4002,1055,38,2869.021,18,0,0,18,144,1645.575,0,0.0,0,0.0,1,0,0,1,16,0,0,3,0,0.0,0
train,0400-0061.svg,18723,39,3,570.073,3,0,0,3,23,456.282,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0400-0069.svg,895,895,23,1740.928,11,0,0,11,86,1250.09,0,0.0,0,0.0,0,0,0,0,12,0,0,0,0,0.0,0
train,0400-0071.svg,27163,151,5,1862.589,3,0,0,3,55,723.143,0,0.0,31,933.23,0,0,0,0,2,0,0,0,0,0.0,91
train,0400-0072.svg,7465,82,1,1250.948,1,0,0,1,72,1153.522,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,28
train,0400-0083.svg,13117,159,6,1937.264,5,0,0,5,62,1102.98,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,44
train,0400-0085.svg,10,10,1,90.673,1,0,0,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0400-0092.svg,4872,111,5,1571.579,5,0,0,5,51,902.42,0,0.0,21,244.629,0,0,0,0,0,0,0,0,0,0.0,19
train,0400-0101.svg,440,440,15,2954.965,4,3,2,9,67,807.484,0,0.0,6,153.543,1,0,0,1,2,0,3,0,0,0.0,0
train,0400-0102.svg,29,29,3,391.98,3,0,0,3,0,0.0,2,177.256,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0400-0105.svg,142,142,6,2604.861,3,0,0,3,67,1038.163,0,0.0,2,272.0,1,2,0,3,0,0,0,0,0,0.0,0
train,0400-0125.svg,623,623,23,1740.335,12,5,0,17,84,1023.866,0,0.0,0,0.0,0,0,0,0,6,0,0,0,0,0.0,0
train,0400-0128.svg,1177,1177,60,1687.655,34,12,0,46,310,1006.602,0,0.0,0,0.0,1,1,0,2,12,0,0,0,0,0.0,0
train,0400-0129.svg,1893,1893,91,3584.544,48,26,0,74,523,1655.332,0,0.0,0,0.0,2,2,2,6,11,0,0,0,0,0.0,0
train,0400-0136.svg,1557,1557,56,1738.678,36,0,0,36,397,1230.479,0,0.0,0,0.0,0,0,0,0,20,0,0,0,0,0.0,0
train,0400-0139.svg,376,376,17,1728.734,8,4,0,12,112,1040.469,0,0.0,0,0.0,0,0,0,0,4,0,1,0,0,0.0,0
train,0401-0002.svg,139,139,3,2202.697,1,1,0,2,62,655.989,0,0.0,8,159.906,1,0,0,1,0,0,0,0,0,0.0,0
train,0401-0009.svg,24,24,1,1062.788,1,0,0,1,9,182.609,9,778.444,2,83.285,0,0,0,0,0,0,0,0,0,0.0,0
train,0401-0018.svg,96,96,9,1293.486,3,4,0,7,23,439.093,0,0.0,4,95.151,0,0,2,2,0,0,0,0,0,0.0,0
train,0401-0019.svg,176,176,3,4813.225,1,0,0,1,24,313.802,26,648.916,5,607.769,0,0,2,2,0,0,0,0,0,0.0,0
train,0401-0022.svg,326,326,9,5248.284,6,1,0,7,130,2311.464,0,0.0,0,0.0,2,0,0,2,0,0,0,0,0,0.0,0
train,0401-0026.svg,112,112,2,3754.719,0,0,0,0,0,0.0,0,0.0,2,658.72,0,0,2,2,0,0,0,0,0,0.0,0
train,0401-0031.svg,121,121,2,3453.758,0,0,0,0,0,0.0,0,0.0,16,449.576,0,0,2,2,0,0,0,0,0,0.0,0
train,0401-0033.svg,44,44,0,2018.937,0,0,0,0,23,539.077,21,1479.859,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0401-0047.svg,687,687,22,3836.027,11,0,0,11,151,2520.755,0,0.0,0,0.0,1,0,0,1,10,0,0,0,0,0.0,0
train,0401-0048.svg,752,752,29,2887.82,14,0,0,14,150,1603.575,3,426.674,0,0.0,0,1,0,1,14,0,0,0,0,0.0,0
train,0401-0050.svg,130,130,3,2176.601,1,0,0,1,26,586.232,0,0.0,0,0.0,2,0,0,2,0,0,0,0,0,0.0,0
train,0401-0051.svg,92,88,1,1710.538,1,0,0,1,81,1262.34,3,426.674,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0401-0053.svg,100,100,1,1837.975,0,0,0,0,67,948.858,3,426.674,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0402-0012.svg,612,612,37,3624.451,17,11,0,28,342,2127.831,0,0.0,14,190.414,1,0,0,1,8,0,0,0,0,0.0,0
train,0402-0017.svg,616,616,36,3808.689,15,8,0,23,307,2028.683,0,0.0,16,258.0,2,0,0,2,11,0,0,0,0,0.0,0
train,0402-0025.svg,69,69,1,1065.967,0,0,0,0,14,465.722,0,0.0,0,0.0,0,0,0,0,0,0,0,1,50,600.245,0
train,0402-0027.svg,272,272,23,1597.734,8,9,0,17,109,776.242,0,0.0,8,75.386,1,0,0,1,5,0,0,0,0,0.0,0
train,0402-0034.svg,73,73,4,1015.435,1,0,0,1,53,947.988,0,0.0,0,0.0,0,0,0,0,0,0,0,3,0,0.0,0
train,0402-0041.svg,86,86,4,1015.468,4,0,0,4,45,682.504,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0402-0058.svg,170,170,8,1720.346,6,0,0,6,59,551.232,0,0.0,0,0.0,0,2,0,2,0,0,0,0,52,663.998,0
train,0402-0061.svg,259,259,3,3762.397,0,0,0,0,168,2499.286,0,0.0,0,0.0,1,2,0,3,0,0,0,0,0,0.0,0
train,0402-0064.svg,76,76,0,1321.517,0,0,0,0,13,553.326,0,0.0,0,0.0,0,0,0,0,0,0,0,0,63,768.191,0
train,0402-0074.svg,107,107,0,1641.487,0,0,0,0,36,838.435,0,0.0,0,0.0,0,0,0,0,0,0,0,0,71,803.052,0
train,0402-0084.svg,141,141,5,1346.027,3,0,0,3,71,1121.756,0,0.0,0,0.0,0,0,0,0,0,0,0,2,0,0.0,0
train,0402-0087.svg,275,275,7,3213.629,5,0,0,5,124,1527.605,0,0.0,0,0.0,1,1,0,2,0,0,0,0,13,180.794,0
train,0402-0094.svg,118,118,4,1611.594,3,0,0,3,57,836.625,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0402-0096.svg,121,121,1,1609.786,0,0,0,0,112,1425.117,0,0.0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0
train,0403-0016.svg,106,106,3,2046.242,1,0,0,1,52,1207.759,2,175.175,0,0.0,1,1,0,2,0,0,0,0,0,0.0,0
train,0403-0017.svg,67,67,2,1407.117,1,0,0,1,25,502.065,4,365.205,2,160.474,1,0,0,1,0,0,0,0,0,0.0,0
train,0403-0028.svg,286,286,9,3077.763,8,0,0,8,143,1832.978,0,0.0,16,301.099,1,0,0,1,0,0,0,0,0,0.0,0
train,0403-0036.svg,387,387,3,1860.319,3,0,0,3,20,728.437,316,975.25,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0403-0046.svg,404,404,16,4625.825,11,0,0,11,211,2648.899,0,0.0,0,0.0,1,4,0,5,0,0,0,0,0,0.0,0
train,0403-0052.svg,134,134,5,1854.475,3,0,0,3,59,972.016,0,0.0,0,0.0,1,1,0,2,0,0,0,0,0,0.0,0
train,0403-0056.svg,665,665,6,2897.167,5,0,0,5,66,1228.742,532,1519.219,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0
train,0403-0059.svg,135,135,8,2106.168,6,0,0,6,64,1453.835,0,0.0,0,0.0,2,0,0,2,0,0,0,0,0,0.0,0
train,0403-0062.svg,103,103,1,1862.209,0,0,0,0,68,1442.561,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0403-0070.svg,49,49,2,1342.25,2,0,0,2,30,1161.99,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0403-0073.svg,56,56,1,1496.037,0,0,0,0,32,1258.238,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0403-0080.svg,1761,1761,48,3800.072,18,0,0,18,148,1999.855,0,0.0,0,0.0,2,0,0,2,28,0,0,0,0,0.0,0
train,0403-0081.svg,277,277,10,2735.422,3,2,0,5,86,1762.603,0,0.0,6,131.5,1,0,0,1,4,0,0,0,0,0.0,0
train,0403-0084.svg,61,61,3,1612.612,3,0,0,3,27,1035.656,0,0.0,4,290.628,0,0,0,0,0,0,0,0,0,0.0,0
train,0403-0091.svg,249,182,6,2201.768,4,0,0,4,98,2030.939,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0,0.0,0
train,0403-0102.svg,531,102,3,3124.09,1,0,0,1,35,2337.064,0,0.0,0,0.0,1,0,0,1,1,0,0,0,0,0.0,0
train,0403-0106.svg,1399,1399,34,2496.262,7,0,0,7,112,2201.089,0,0.0,0,0.0,0,0,0,0,27,0,0,0,0,0.0,0
train,0403-0114.svg,878,126,3,1721.549,3,0,0,3,93,972.98,4,479.493,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0404-0008.svg,281,281,12,3634.831,7,0,0,7,102,1341.33,0,0.0,0,0.0,2,3,0,5,0,0,0,0,0,0.0,0
train,0404-0012.svg,126,126,4,2613.938,1,1,0,2,12,219.318,12,347.675,15,257.774,0,0,2,2,0,0,0,0,0,0.0,0
train,0404-0013.svg,94,94,5,2010.506,3,0,0,3,47,809.944,13,890.844,0,0.0,0,2,0,2,0,0,0,0,0,0.0,0
train,0404-0018.svg,60,60,1,1537.681,1,0,0,1,19,233.908,15,645.88,16,571.994,0,0,0,0,0,0,0,0,0,0.0,0
train,0404-0019.svg,133,133,2,3639.542,0,0,0,0,17,193.756,6,163.767,10,373.564,0,0,2,2,0,0,0,0,0,0.0,0
train,0404-0025.svg,123,123,2,2480.719,1,0,0,1,19,541.399,14,812.124,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0404-0034.svg,216,216,7,2723.204,6,0,0,6,124,1616.557,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0404-0036.svg,1007,1007,34,2619.53,15,0,0,15,144,1684.449,3,426.674,0,0.0,0,0,0,0,19,0,0,0,0,0.0,0
train,0405-0002.svg,24,24,0,502.959,0,0,0,0,24,502.959,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0405-0004.svg,1240,1240,30,3895.395,11,5,0,16,302,2042.7,0,0.0,21,303.0,1,1,0,2,6,4,2,0,0,0.0,0
train,0405-0007.svg,414,414,13,4465.691,9,0,0,9,299,3451.651,0,0.0,0,0.0,3,1,0,4,0,0,0,0,0,0.0,0
train,0405-0016.svg,314,314,5,4144.26,4,0,0,4,278,3885.851,0,0.0,0,0.0,0,1,0,1,0,0,0,0,0,0.0,0
train,0405-0022.svg,34,34,0,740.436,0,0,0,0,34,740.436,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0406-0002.svg,1404,1404,33,3964.523,12,5,0,17,334,2115.6,0,0.0,14,237.0,2,1,0,3,7,4,2,0,0,0.0,0
train,0406-0008.svg,186,186,1,2505.378,0,0,0,0,46,892.039,0,0.0,0,0.0,1,0,0,1,0,0,0,0,110,1191.365,0
train,0406-0016.svg,114,114,1,1412.897,1,0,0,1,24,400.306,0,0.0,2,24.001,0,0,0,0,0,0,0,0,78,931.325,0
train,0406-0027.svg,247,247,11,2689.925,9,0,0,9,160,2042.007,0,0.0,0,0.0,0,2,0,2,0,0,0,0,0,0.0,0
train,0407-0002.svg,1276,1276,35,3992.053,11,5,0,16,352,2403.3,0,0.0,0,0.0,1,1,0,2,4,7,4,2,0,0.0,0
train,0407-0003.svg,951,951,36,3399.184,17,6,0,23,341,2317.4,0,0.0,0,0.0,0,0,0,0,5,4,3,1,0,0.0,0
train,0407-0004.svg,140,140,7,2875.484,3,0,0,3,20,330.751,0,0.0,0,0.0,0,0,2,2,0,0,2,0,0,0.0,0
train,0407-0010.svg,139,139,6,1962.08,4,0,0,4,47,579.164,14,583.96,0,0.0,1,1,0,2,0,0,0,0,0,0.0,0
train,0407-0027.svg,127,127,17,1249.34,6,6,0,12,23,303.903,0,0.0,11,277.0,0,0,0,0,0,0,5,0,0,0.0,0
train,0407-0037.svg,206,206,11,2267.66,5,2,0,7,109,1330.542,15,95.845,0,0.0,1,0,0,1,0,0,3,0,0,0.0,0
train,0407-0060.svg,149,149,5,2021.273,3,0,0,3,34,394.406,23,157.11,16,487.964,0,0,2,2,0,0,0,0,0,0.0,0
train,0407-0065.svg,5755,5755,110,3655.655,39,27,1,67,416,1305.805,0,0.0,0,0.0,3,1,2,6,37,0,0,0,0,0.0,0
train,0407-0068.svg,183,183,11,3569.044,3,2,2,7,30,156.506,0,0.0,32,1324.108,1,1,0,2,0,0,2,0,0,0.0,0
train,0408-0002.svg,1419,1419,33,4052.818,11,4,2,17,333,2113.6,0,0.0,18,285.0,2,1,0,3,7,4,2,0,0,0.0,0
train,0408-0017.svg,380,380,2,1619.787,0,2,0,2,42,657.566,326,834.221,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0409-0008.svg,260,260,12,2702.795,6,6,0,12,142,1765.838,57,453.963,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0409-0018.svg,168,168,10,2084.052,4,6,0,10,116,1624.303,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0409-0023.svg,234,234,12,2608.159,6,6,0,12,158,1872.134,0,0.0,16,275.768,0,0,0,0,0,0,0,0,0,0.0,0
train,0410-0004.svg,451,451,15,3281.13,5,3,0,8,246,1661.4,0,0.0,0,0.0,5,1,0,6,0,0,0,1,0,0.0,0
train,0410-0006.svg,165,165,2,1925.712,0,0,0,0,99,1265.196,0,0.0,0,0.0,2,0,0,2,0,0,0,0,0,0.0,0
train,0410-0011.svg,479,479,19,3307.237,7,4,0,11,150,1489.894,0,0.0,30,577.18,1,2,1,4,2,1,1,0,0,0.0,0
train,0411-0002.svg,1423,1423,33,4051.623,12,5,0,17,339,2179.1,0,0.0,52,569.116,1,1,0,2,7,4,2,1,0,0.0,0
train,0412-0003.svg,212,212,2,1442.733,0,2,0,2,187,1309.48,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0412-0016.svg,57,57,0,1285.811,0,0,0,0,39,1237.901,0,0.0,18,47.909,0,0,0,0,0,0,0,0,0,0.0,0
train,0413-0012.svg,158,158,12,2038.216,4,5,0,9,75,1119.912,0,0.0,0,0.0,3,0,0,3,0,0,0,0,19,498.874,0
train,0413-0013.svg,158,158,7,1534.452,2,5,0,7,116,1244.753,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0413-0018.svg,83,83,5,868.419,2,3,0,5,55,710.851,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0413-0021.svg,37,37,0,894.471,0,0,0,0,27,453.641,0,0.0,0,0.0,0,0,0,0,0,0,0,0,10,440.83,0
train,0414-0003.svg,1039,1039,34,3630.184,14,6,3,23,341,2317.4,0,0.0,18,231.0,0,0,0,0,6,2,3,0,0,0.0,0
train,0414-0025.svg,112,112,6,1326.716,0,6,0,6,76,954.716,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0414-0039.svg,114,114,7,1575.104,0,7,0,7,73,1187.464,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0414-0046.svg,62,62,8,619.0,0,8,0,8,16,175.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0415-0000.svg,408,408,14,1228.091,3,5,0,8,86,835.414,0,0.0,0,0.0,0,0,0,0,4,2,0,0,0,0.0,0
train,0415-0002.svg,1403,1403,34,4100.129,12,5,1,18,340,2179.6,0,0.0,16,267.0,2,1,0,3,7,4,2,0,0,0.0,0
train,0415-0009.svg,745,745,27,3588.88,12,6,0,18,268,2367.284,0,0.0,0,0.0,1,1,0,2,5,2,0,0,0,0.0,0
train,0416-0010.svg,705,705,30,2158.904,12,7,0,19,146,1097.012,0,0.0,12,94.866,1,0,0,1,6,4,0,0,0,0.0,0
train,0418-0002.svg,1404,1404,32,4013.223,11,5,0,16,338,2165.1,0,0.0,14,237.0,2,1,0,3,7,4,2,0,10,62.039,0
train,0418-0004.svg,185,185,10,2102.504,5,3,0,8,97,1425.02,0,0.0,2,48.0,0,2,0,2,0,0,0,0,0,0.0,0
train,0418-0008.svg,55,55,0,542.38,0,0,0,0,41,395.311,0,0.0,14,147.069,0,0,0,0,0,0,0,0,0,0.0,0
train,0418-0009.svg,250,250,9,779.285,6,0,0,6,45,560.984,0,0.0,0,0.0,0,0,0,0,3,0,0,0,0,0.0,0
train,0418-0023.svg,45,45,1,399.144,1,0,0,1,35,341.879,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0419-0002.svg,1377,1377,33,3907.923,11,5,1,17,324,2086.1,0,0.0,10,211.0,2,1,0,3,7,4,2,0,0,0.0,0
train,0419-0003.svg,1054,1054,36,3917.959,12,10,3,25,347,2324.4,0,0.0,18,231.0,0,0,0,0,6,2,3,0,0,0.0,0
train,0420-0002.svg,1407,1407,33,4005.523,12,5,0,17,334,2115.6,0,0.0,20,278.0,2,1,0,3,7,4,2,0,0,0.0,0
train,0420-0025.svg,347,347,6,2318.789,5,0,0,5,33,716.461,227,1194.084,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0420-0031.svg,1226,1226,30,4908.82,16,0,0,16,187,3149.016,0,0.0,0,0.0,0,6,0,6,8,0,0,0,0,0.0,0
train,0420-0038.svg,300,300,6,2403.355,6,0,0,6,53,1422.966,180,672.464,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0420-0039.svg,504,504,2,1179.667,2,0,0,2,0,0.0,498,1165.114,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0421-0000.svg,685,685,22,1093.134,6,4,0,10,83,652.127,0,0.0,8,98.8,0,0,0,0,8,2,2,0,0,0.0,0
train,0421-0003.svg,1050,1050,33,3742.858,13,6,3,22,356,2443.4,0,0.0,18,231.0,0,0,0,0,6,2,3,0,0,0.0,0
train,0422-0002.svg,1303,1303,35,3837.478,11,5,0,16,371,2248.6,0,0.0,0,0.0,1,1,0,2,5,7,3,2,0,0.0,0
train,0422-0004.svg,1299,1299,32,3881.795,11,5,0,16,343,2134.0,0,0.0,8,206.0,2,1,0,3,7,4,2,0,0,0.0,0
train,0422-0029.svg,563,563,27,5326.483,15,0,0,15,245,4007.878,0,0.0,0,0.0,1,4,0,5,7,0,0,0,0,0.0,0
train,0422-0030.svg,324,324,10,4515.333,7,0,0,7,188,3040.217,0,0.0,0,0.0,1,2,0,3,0,0,0,0,0,0.0,0
train,0422-0034.svg,625,625,26,5132.543,14,0,0,14,211,2858.222,0,0.0,0,0.0,2,4,0,6,6,0,0,0,0,0.0,0
train,0423-0004.svg,447,447,15,3276.53,5,3,0,8,242,1656.8,0,0.0,0,0.0,5,1,0,6,0,0,0,1,0,0.0,0
train,0423-0008.svg,82,82,4,1167.445,2,1,0,3,51,519.254,0,0.0,3,62.008,1,0,0,1,0,0,0,0,9,319.36,0
train,0423-0013.svg,69,69,4,1288.546,4,0,0,4,38,376.912,0,0.0,0,0.0,0,0,0,0,0,0,0,0,19,723.091,0
train,0423-0017.svg,372,372,13,2693.103,3,7,0,10,107,1561.56,0,0.0,2,45.04,3,0,0,3,0,0,0,0,183,478.09,0
train,0423-0023.svg,532,532,3,2427.433,2,1,0,3,91,739.764,0,0.0,0,0.0,0,0,0,0,0,0,0,0,432,1582.279,0
train,0424-0003.svg,49,49,0,972.652,0,0,0,0,25,384.652,0,0.0,0,0.0,0,0,0,0,0,0,0,0,24,588.0,0
train,0424-0005.svg,62,62,0,1175.245,0,0,0,0,38,587.245,0,0.0,0,0.0,0,0,0,0,0,0,0,0,24,588.0,0
train,0424-0006.svg,230,230,7,2005.794,0,3,0,3,52,301.732,0,0.0,16,250.758,2,0,0,2,2,0,0,0,0,0.0,0
train,0424-0017.svg,580,580,37,3067.673,11,13,0,24,209,1637.882,0,0.0,14,188.25,4,0,0,4,7,2,0,0,0,0.0,0
train,0424-0021.svg,267,267,4,2772.439,0,2,0,2,49,214.633,0,0.0,16,250.758,1,0,0,1,1,0,0,0,0,0.0,0
train,0425-0003.svg,199,199,2,2152.401,2,0,0,2,50,659.014,0,0.0,2,58.0,0,0,0,0,0,0,0,0,120,1346.418,0
train,0425-0007.svg,111,111,3,1453.561,3,0,0,3,31,551.287,0,0.0,4,32.775,0,0,0,0,0,0,0,0,28,684.244,0
train,0425-0008.svg,149,149,7,1377.507,2,5,0,7,107,1087.809,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0426-0006.svg,822,822,27,3756.639,11,7,0,18,294,2436.871,0,0.0,8,106.0,1,0,0,1,5,2,1,0,0,0.0,0
train,0426-0012.svg,854,854,26,3059.913,13,3,0,16,301,2209.966,0,0.0,12,116.0,0,0,0,0,5,3,2,0,0,0.0,0
train,0426-0022.svg,835,835,24,3431.537,12,3,0,15,344,2617.919,0,0.0,2,38.0,0,0,0,0,5,2,2,0,0,0.0,0
train,0427-0005.svg,1531,975,42,2679.32,10,7,0,17,191,1700.33,0,0.0,136,390.377,0,0,0,0,5,0,1,19,0,0.0,33
train,0427-0020.svg,450,450,2,2450.4,0,1,0,1,20,177.567,373,934.547,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0427-0029.svg,429,429,0,1169.933,0,0,0,0,0,0.0,429,1169.933,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0429-0006.svg,254,254,7,3475.462,5,1,0,6,159,2361.822,0,0.0,4,150.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0429-0007.svg,5910,434,25,3531.846,11,11,0,22,246,2047.698,0,0.0,23,112.4,0,0,0,0,0,0,0,3,0,0.0,23
train,0429-0009.svg,5610,436,30,3587.29,12,9,0,21,263,2137.763,0,0.0,0,0.0,1,0,0,1,0,0,0,8,0,0.0,23
train,0429-0014.svg,258,258,7,3504.726,5,1,0,6,163,2409.181,0,0.0,4,150.0,1,0,0,1,0,0,0,0,0,0.0,0
train,0430-0003.svg,4220,412,30,3367.692,11,9,0,20,260,2083.194,0,0.0,0,0.0,0,0,0,0,0,0,2,8,0,0.0,16
train,0430-0007.svg,5028,360,28,3109.66,11,8,0,19,228,1863.811,0,0.0,0,0.0,0,0,0,0,0,0,0,9,0,0.0,24
train,0430-0009.svg,4649,141,22,1286.936,11,9,0,20,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,2,0,0.0,24
train,0431-0005.svg,4917,419,32,3469.65,13,9,0,22,245,2184.08,0,0.0,0,0.0,0,1,0,1,1,0,0,8,0,0.0,19
train,0431-0011.svg,982,982,38,4065.768,14,8,0,22,253,2365.628,9,357.0,8,98.0,1,0,0,1,9,4,2,0,0,0.0,0
train,0431-0017.svg,1784,1763,34,4720.443,14,6,0,20,305,3228.772,0,0.0,58,421.133,0,1,0,1,11,2,0,0,0,0.0,3
train,0431-0018.svg,1470,1470,18,2383.907,6,4,0,10,114,1577.615,0,0.0,6,170.496,0,0,0,0,8,0,0,0,0,0.0,0
train,0431-0021.svg,95,95,3,252.788,0,2,0,2,27,141.336,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0.0,0
train,0431-0023.svg,1635,1338,22,1628.554,4,6,0,10,82,1004.3,0,0.0,6,113.004,0,0,0,0,8,0,0,4,0,0.0,9
train,0432-0001.svg,263,263,10,2446.619,4,2,0,6,189,2121.982,0,0.0,0,0.0,0,0,0,0,4,0,0,0,0,0.0,0
train,0432-0007.svg,28,28,0,906.173,0,0,0,0,28,906.173,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0432-0010.svg,43,43,0,1509.081,0,0,0,0,43,1509.081,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0432-0013.svg,29,29,0,829.851,0,0,0,0,29,829.851,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
train,0432-0017.svg,4337,308,28,2528.679,8,8,0,16,172,1423.997,0,0.0,0,0.0,0,0,0,0,0,0,3,9,0,0.0,18
train,0432-0021.svg,1222,518,29,3485.105,18,4,0,22,252,2223.031,0,0.0,0,0.0,1,0,0,1,6,0,0,0,0,0.0,6
train,0432-0022.svg,866,866,32,5316.74,16,4,0,20,186,1689.64,0,0.0,14,223.019,3,1,0,4,6,2,0,0,0,0.0,0
train,0433-0005.svg,4970,442,35,3761.608,15,9,0,24,243,2179.596,0,0.0,26,276.0,0,1,0,1,1,0,2,7,0,0.0,19
train,0433-0007.svg,5909,433,30,3473.172,11,8,0,19,246,2042.323,0,0.0,29,295.5,0,0,0,0,1,0,2,8,0,0.0,23
train,0433-0017.svg,153,153,2,4367.057,0,0,0,0,28,490.0,5,386.102,24,653.64,0,0,2,2,0,0,0,0,0,0.0,0
train,0433-0061.svg,1145,1145,22,1692.11,5,7,0,12,122,610.338,52,297.859,0,0.0,1,0,0,1,9,0,0,0,0,0.0,0
train,0433-0062.svg,3547,3547,110,5471.195,54,22,0,76,1231,3603.57,0,0.0,18,189.005,2,0,0,2,30,0,2,0,0,0.0,0
train,0434-0004.svg,1006,1006,34,2020.114,9,10,0,19,121,1164.276,0,0.0,0,0.0,1,0,0,1,10,4,0,0,0,0.0,0
train,0434-0007.svg,2076,375,21,3179.391,10,8,0,18,249,2028.349,0,0.0,0,0.0,1,0,0,1,0,0,2,0,0,0.0,7
train,0434-0009.svg,208,208,12,1412.885,4,6,0,10,107,799.485,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0,0.0,0
train,0434-0012.svg,739,739,27,1975.029,10,5,0,15,105,1080.876,0,0.0,10,103.4,1,0,0,1,6,4,1,0,0,0.0,0
train,0434-0019.svg,2797,358,25,2860.471,10,7,0,17,210,1639.068,0,0.0,0,0.0,1,0,0,1,0,0,2,5,0,0.0,12
train,0434-0022.svg,265,265,10,2585.713,5,5,0,10,196,1943.662,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0
